"feature_type","osm_id","label","name","operator","source_geometry","longitude","latitude"
"park",NA,"Weaver-Penrod Park","Weaver-Penrod Park",NA,"polygon",-83.2197563338046,42.36879355
"park",NA,"Woodward-7 Mile Park","Woodward-7 Mile Park",NA,"polygon",-83.1159578087787,42.43243285
"park",NA,"Kenwood Park","Kenwood Park",NA,"polygon",-83.1205373897123,42.49566255
"park",NA,"Cherry Hill Village Park","Cherry Hill Village Park",NA,"polygon",-83.5357441143072,42.3008956
"park",NA,"Cherry Hill Village Park","Cherry Hill Village Park",NA,"polygon",-83.5365823745443,42.30316595
"park",NA,"Cherry Hill Village Park","Cherry Hill Village Park",NA,"polygon",-83.533770568357,42.3026662
"park",NA,"Esch Park","Esch Park","City of Ann Arbor","polygon",-83.7263806503684,42.24828435
"park",NA,"Cherry Hill Village Park","Cherry Hill Village Park",NA,"polygon",-83.5362031477152,42.30463495
"park",NA,"Village Square","Village Square",NA,"polygon",-83.5363610451741,42.3059028
"park",NA,"Preservation Park","Preservation Park",NA,"polygon",-83.5329985429778,42.30916655
"park",NA,NA,NA,NA,"polygon",-83.527891314369,42.30442775
"park",NA,"Busse Park","Busse Park",NA,"polygon",-83.0560551996859,42.48218915
"park",NA,"Stanton Park","Stanton Park",NA,"polygon",-83.0763513493359,42.32353465
"park",NA,NA,NA,NA,"polygon",-83.1375913074982,42.4174619
"park",NA,"Wish Egan Field","Wish Egan Field",NA,"polygon",-82.9841506078157,42.4434187
"park",NA,"Douglas Ramsay Memorial Playground","Douglas Ramsay Memorial Playground",NA,"polygon",-83.2147194528658,42.3972099
"park",NA,"Eckstein Park","Eckstein Park",NA,"polygon",-83.0409313587244,42.52721895
"park",NA,NA,NA,NA,"polygon",-83.2833763129447,42.36663285
"park",NA,NA,NA,NA,"polygon",-83.2837303058571,42.36662395
"park",NA,"Redford Park","Redford Park",NA,"polygon",-83.2835846524913,42.3665697
"park",NA,"Vandenburg Park","Vandenburg Park",NA,"polygon",-83.2819507425504,42.36005615
"park",NA,"City Park","City Park",NA,"polygon",-83.3450483660539,42.31303925
"park",NA,"Korvette Park","Korvette Park",NA,"polygon",-83.2792934078373,42.36102175
"park",NA,"David H. Shepherd Park","David H. Shepherd Park",NA,"polygon",-83.1887216438264,42.4678709
"park",NA,"Veterans Memorial Park","Veterans Memorial Park",NA,"polygon",-83.0137093523108,42.4971901
"park",NA,"Superior Center County Park","Superior Center County Park",NA,"polygon",-83.6048469746536,42.30444155
"park",NA,"Lennon Memorial Park","Lennon Memorial Park",NA,"polygon",-83.1196317717402,42.47193085
"park",NA,"Richardson Community Center and Park","Richardson Community Center and Park",NA,"polygon",-83.4725706439565,42.57420225
"park",NA,"Boyer Playfield","Boyer Playfield",NA,"polygon",-83.1081344108641,42.3146758
"park",NA,"Civic Center Park","Civic Center Park",NA,"polygon",-83.1095338122309,42.52253895
"park",NA,"Greenleaf Park","Greenleaf Park",NA,"polygon",-83.1018182247515,42.5032783
"park",NA,"Ambassador Park","Ambassador Park",NA,"polygon",-83.0987385971595,42.5185382
"park",NA,"Edison Park","Edison Park",NA,"polygon",-83.1144161702024,42.4956764
"park",NA,"Huffman Park","Huffman Park",NA,"polygon",-83.108626694035,42.4864216
"park",NA,"Wagner Park","Wagner Park",NA,"polygon",-83.1429109403379,42.5103393
"park",NA,"Twelve-Sherry Park","Twelve-Sherry Park",NA,"polygon",-83.1213334294982,42.5049531
"park",NA,"Worden Park","Worden Park",NA,"polygon",-83.1618969338281,42.5205844
"park",NA,"Worden Park East","Worden Park East",NA,"polygon",-83.1561398611593,42.52007765
"park",NA,"Thomas Brand Memorial Park","Thomas Brand Memorial Park",NA,"polygon",-83.1945870416756,42.26894565
"park",NA,"Brier Rabbit Tot Park","Brier Rabbit Tot Park",NA,"polygon",-83.2216101736959,42.2404118
"park",NA,"George & Dorothy Moore Park","George & Dorothy Moore Park",NA,"polygon",-83.2172006633133,42.2397974
"park",NA,"John J Jack Rourke Family Park","John J Jack Rourke Family Park",NA,"polygon",-83.2084558151053,42.23995275
"park",NA,"Harold N. Duda Tot Lot","Harold N. Duda Tot Lot",NA,"polygon",-83.2107263873078,42.25234435
"park",NA,"Panhandle Park","Panhandle Park",NA,"polygon",-83.2285731260683,42.24072905
"park",NA,"Pretty Family Park","Pretty Family Park",NA,"polygon",-83.2133394932459,42.2537413
"park",NA,"Bocabella Memorial Park","Bocabella Memorial Park",NA,"polygon",-83.2005848266953,42.25093115
"park",NA,"John Riel Memorial Park","John Riel Memorial Park",NA,"polygon",-83.204720570907,42.2694797
"park",NA,"Sugar Plum Tot Park","Sugar Plum Tot Park",NA,"polygon",-83.20876015,42.26466385
"park",NA,"Victory Park","Victory Park",NA,"polygon",-83.2003358519145,42.25977385
"park",NA,"Community Park","Community Park",NA,"polygon",-83.216081525435,42.25797055
"park",NA,"Cunningham Park","Cunningham Park",NA,"polygon",-83.2243730047722,42.26507175
"park",NA,"Humpty Dumpty Tot Park","Humpty Dumpty Tot Park",NA,"polygon",-83.1983453327568,42.26204045
"park",NA,"Champaign Park","Champaign Park",NA,"polygon",-83.2287595156579,42.24629805
"park",NA,"John F Kennedy Park","John F Kennedy Park",NA,"polygon",-83.2136092573534,42.27058295
"park",NA,"Milward Park","Milward Park",NA,"polygon",-83.2111825281116,42.23102685
"park",NA,"Coogan Park","Coogan Park",NA,"polygon",-83.1905049497893,42.28685355
"park",NA,"De Luca Field","De Luca Field",NA,"polygon",-83.1815097329628,42.28762075
"park",NA,"Hickory Glen Park","Hickory Glen Park",NA,"polygon",-83.4842830461573,42.5657754
"park",NA,"Bicentennial Park","Bicentennial Park",NA,"polygon",-83.4952999518255,42.5633506
"park",NA,"Voss Park","Voss Park",NA,"polygon",-83.3407744361022,42.29797325
"park",NA,"Moeller Park","Moeller Park",NA,"polygon",-83.3532880972968,42.3281744
"park",NA,"Daly Park","Daly Park",NA,"polygon",-83.2814909416614,42.27745375
"park",NA,"York Playground","York Playground",NA,"polygon",-83.266091901781,42.32120685
"park",NA,"Westwood-Ross Park","Westwood-Ross Park",NA,"polygon",-83.2820790319934,42.287317
"park",NA,"Bel-Aire Park","Bel-Aire Park",NA,"polygon",-83.3261469941361,42.3078887
"park",NA,"Kennedy Park","Kennedy Park",NA,"polygon",-83.3379399711975,42.3071028
"park",NA,"Manor Park","Manor Park",NA,"polygon",-83.3160342926016,42.3036418
"park",NA,"Parkwood Playground","Parkwood Playground",NA,"polygon",-83.3339060309727,42.29895495
"park",NA,"Westwood Park","Westwood Park",NA,"polygon",-83.2950931087296,42.3070617
"park",NA,NA,NA,NA,"polygon",-83.0801446926938,42.3245792
"park",NA,NA,NA,NA,"polygon",-83.0767678441156,42.3212599
"park",NA,"Scarcyny Park & Garden","Scarcyny Park & Garden",NA,"polygon",-83.1046954770503,42.3239282
"park",NA,"Murphy Playlot","Murphy Playlot",NA,"polygon",-83.0616513426808,42.3293123
"park",NA,"Muliett Park","Muliett Park",NA,"polygon",-83.0727087909946,42.3291142
"park",NA,NA,NA,NA,"polygon",-83.0656326123904,42.329285
"park",NA,"Elmer Johnson Community Park","Elmer Johnson Community Park",NA,"polygon",-83.3992506605641,42.2335634
"park",NA,"Vermont-Alexandrine Playlot","Vermont-Alexandrine Playlot",NA,"polygon",-83.0807158143027,42.3438817
"park",NA,"Novi Core Habitat","Novi Core Habitat",NA,"polygon",-83.5438383868353,42.45352915
"park",NA,"Martin Luther King Jr. Tri-Centennial Village Peace Park","Martin Luther King Jr. Tri-Centennial Village Peace Park",NA,"polygon",-83.0926672,42.33516945
"park",NA,"Bloomfield Playlot","Bloomfield Playlot",NA,"polygon",-83.0963866853298,42.33689915
"park",NA,"Harvey-Junction Park","Harvey-Junction Park",NA,"polygon",-83.0926216599048,42.3056039
"park",NA,"Hartsig Park","Hartsig Park",NA,"polygon",-83.0759980572976,42.49945255
"park",NA,"Mitchell Field","Mitchell Field",NA,"polygon",-83.7217161937019,42.28568525
"park",NA,"Hix Park","Hix Park",NA,"polygon",-83.4236391221927,42.33578255
"park",NA,"Huron River Park","Huron River Park",NA,"polygon",-83.6116402791725,42.21505065
"park",NA,NA,NA,NA,"polygon",-83.3750559240713,42.5608057
"park",NA,"Ford Heritage Township Park","Ford Heritage Township Park",NA,"polygon",-83.5984499603514,42.20796135
"park",NA,"Ford Lake Park","Ford Lake Park",NA,"polygon",-83.5771465974013,42.2105594
"park",NA,"Lakeside Park","Lakeside Park",NA,"polygon",-83.5621745343447,42.20388145
"park",NA,"Lexington Commons","Lexington Commons","Lexington Commons Association","polygon",-83.4965038363802,42.4416168
"park",NA,NA,NA,NA,"polygon",-83.0771649043249,42.3254173
"park",NA,"Kensington Metropark","Kensington Metropark",NA,"polygon",-83.6320249745916,42.5552371
"park",NA,"Michigan-Third Street Park","Michigan-Third Street Park",NA,"polygon",-83.058057871238,42.3320211
"park",NA,"25th-Toledo Park","25th-Toledo Park",NA,"polygon",-83.0899416583024,42.32539505
"park",NA,"Military-Regular Park","Military-Regular Park",NA,"polygon",-83.104117075577,42.31257615
"park",NA,"Hecla Park","Hecla Park","City of Detroit","polygon",-83.0829929301199,42.353854
"park",NA,"Aretha Franklin Park","Aretha Franklin Park",NA,"polygon",-83.0214273670981,42.33420295
"park",NA,"William G. Milliken State Park","William G. Milliken State Park",NA,"polygon",-83.0277516122007,42.3320145
"park",NA,NA,NA,NA,"polygon",-83.0334406687736,42.32956985
"park",NA,"Greening of Detroit Park","Greening of Detroit Park",NA,"polygon",-83.0313178086497,42.3350009
"park",NA,"Leroy Dues Playfield","Leroy Dues Playfield",NA,"polygon",-83.0325307184277,42.3472256
"park",NA,"Elmwood Central Park","Elmwood Central Park",NA,"polygon",-83.0286386271541,42.3437349
"park",NA,"Walter & Mae Reuther Park","Walter & Mae Reuther Park",NA,"polygon",-83.0262097016936,42.33918805
"park",NA,"Ralph Bunche Cooperative Park","Ralph Bunche Cooperative Park",NA,"polygon",-83.0212322626305,42.3415424
"park",NA,NA,NA,NA,"polygon",-83.0257393194774,42.34921665
"park",NA,"16th-Forest Park","16th-Forest Park",NA,"polygon",-83.0870139890765,42.3459317
"park",NA,"Downey Playlot","Downey Playlot",NA,"polygon",-83.0854549462661,42.3355276
"park",NA,"15th-Butternut Park","15th-Butternut Park",NA,"polygon",-83.0800249863422,42.3357376
"park",NA,"Delray Recreation Center","Delray Recreation Center",NA,"polygon",-83.1287303463955,42.2900872
"park",NA,"Forman Park","Forman Park",NA,"polygon",-83.1377011959327,42.2881929
"park",NA,"Penz Playlot","Penz Playlot",NA,"polygon",-83.1485842969443,42.2872116
"park",NA,"Kemeney Park","Kemeney Park",NA,"polygon",-83.1590663476464,42.2745819
"park",NA,"Piwok Park","Piwok Park",NA,"polygon",-83.1559936521734,42.2676231
"park",NA,"Peck Park","Peck Park",NA,"polygon",-83.0610547902178,42.36165615
"park",NA,"Lafayette-NYCRR Park","Lafayette-NYCRR Park",NA,"polygon",-83.1232681106748,42.3023744
"park",NA,"Beard Park","Beard Park",NA,"polygon",-83.126440970039,42.297693
"park",NA,"St. Hedwig Park","St. Hedwig Park",NA,"polygon",-83.1098859636847,42.32614615
"park",NA,"Malish Playground","Malish Playground","City of Detroit","polygon",-83.1188411926248,42.33041185
"park",NA,"Wingle Park","Wingle Park",NA,"polygon",-83.1285842000973,42.32802325
"park",NA,"Clemente Playground","Clemente Playground",NA,"polygon",-83.0783367744106,42.3246874
"park",NA,"Times Square-Clifford Park","Times Square-Clifford Park",NA,"polygon",-83.05218642034,42.3345316
"park",NA,"4th Street-Charlotte Playground","4th Street-Charlotte Playground",NA,"polygon",-83.0642440137284,42.34112565
"park",NA,"Nagel Park","Nagel Park","City of Detroit","polygon",-83.0770062017469,42.3382296
"park",NA,"Alfonso Wells Memorial Playground","Alfonso Wells Memorial Playground",NA,"polygon",-83.1654852689093,42.44189635
"park",NA,"Fontana Park","Fontana Park",NA,"polygon",-83.1954045754782,42.2799377
"park",NA,"Judge Roy A. McGinty Park","Judge Roy A. McGinty Park",NA,"polygon",-83.1966394342567,42.279032
"park",NA,"Lankford Park","Lankford Park",NA,"polygon",-83.1806559806396,42.2745836
"park",NA,"Church Park","Church Park",NA,"polygon",-83.1936434416257,42.26075175
"park",NA,"Jaycee Bicentennial Community Park","Jaycee Bicentennial Community Park",NA,"polygon",-83.2416952826176,42.26051385
"park",NA,"Quandt Park","Quandt Park",NA,"polygon",-83.1918523301303,42.25978215
"park",NA,"Cullen Plaza","Cullen Plaza",NA,"polygon",-83.031897848442,42.3307021
"park",NA,"Maple Glen Park","Maple Glen Park",NA,"polygon",-83.5135365094501,42.5576427
"park",NA,"Clara Miller Park","Clara Miller Park",NA,"polygon",-83.4942321438866,42.5599943
"park",NA,"Rentz Park","Rentz Park",NA,"polygon",-83.0033978721065,42.48671995
"park",NA,"Murray Field","Murray Field",NA,"polygon",-83.0195565131315,42.4804764
"park",NA,"Tattan Park","Tattan Park",NA,"polygon",-83.39952,42.3225163
"park",NA,"Lower Rouge Parkway","Lower Rouge Parkway",NA,"polygon",-83.4737038114801,42.28406445
"park",NA,"North Hydro Park","North Hydro Park",NA,"polygon",-83.5563756000654,42.20929225
"park",NA,"Mill Race Historic Village","Mill Race Historic Village","Northville Historical Society","polygon",-83.4797112133141,42.4332906
"park",NA,"Town Square","Town Square",NA,"polygon",-83.4820453097491,42.43090375
"park",NA,"Foxfire East Park","Foxfire East Park","City of Ann Arbor","polygon",-83.713926239719,42.318381
"park",NA,"Foxfire North Park","Foxfire North Park","City of Ann Arbor","polygon",-83.7185532841286,42.32208925
"park",NA,"Foxfire West Park","Foxfire West Park","City of Ann Arbor","polygon",-83.7260221165828,42.3190561
"park",NA,"Placid Way Park","Placid Way Park",NA,"polygon",-83.7160893786098,42.3143926
"park",NA,"Leslie Park","Leslie Park","Ann Arbor Parks and Recreation","polygon",-83.7260665072878,42.30942535
"park",NA,"Tuebingen Parkway","Tuebingen Parkway",NA,"polygon",-83.7189502108694,42.3089063
"park",NA,"Bromley Park","Bromley Park",NA,"polygon",-83.705588044042,42.30668145
"park",NA,"Kilburn Park","Kilburn Park",NA,"polygon",-83.6957713574885,42.31948685
"park",NA,"Sugarbush Park","Sugarbush Park",NA,"polygon",-83.693710757563,42.3149653
"park",NA,"Sugarbush Park","Sugarbush Park",NA,"polygon",-83.6983254588247,42.3162707
"park",NA,"Sugarbush Park","Sugarbush Park",NA,"polygon",-83.6968735847839,42.3129069
"park",NA,"Frenchtown Park 3","Frenchtown Park 3","Frenchtown Charter Township","polygon",-83.4126404534358,41.95453815
"park",NA,"Cayley Park East","Cayley Park East",NA,"polygon",-83.3743963105706,42.29182125
"park",NA,"Curtis Woods Park","Curtis Woods Park",NA,"polygon",-83.4012173510143,42.29618805
"park",NA,"Public Park","Public Park",NA,"polygon",-83.3778917989569,42.29145695
"park",NA,"Anderson Ballfields","Anderson Ballfields",NA,"polygon",-83.3694385,42.2715779
"park",NA,"Avondale Park","Avondale Park",NA,"polygon",-83.35941405,42.2783507
"park",NA,"Civitan Park","Civitan Park",NA,"polygon",-83.4043338470516,42.28740325
"park",NA,"Forest Park","Forest Park",NA,"polygon",-83.369070510839,42.27873605
"park",NA,"Harry Ranch Park","Harry Ranch Park",NA,"polygon",-83.3915953289772,42.27558395
"park",NA,"Jaycee Park","Jaycee Park",NA,"polygon",-83.3798472989346,42.27501885
"park",NA,"Lake Pointe Soccer Park","Lake Pointe Soccer Park",NA,"polygon",-83.4460684880841,42.388647
"park",NA,"Taft Park","Taft Park",NA,"polygon",-83.352789160212,42.27773785
"park",NA,"Walz Quadraplex","Walz Quadraplex",NA,"polygon",-83.3594743752598,42.2800981
"park",NA,"Volunteer Park","Volunteer Park",NA,"polygon",-83.6621842248509,42.43548545
"park",NA,"Angelo DeMario Playground","Angelo DeMario Playground",NA,"polygon",-83.3569553815297,42.2685522
"park",NA,"McClaughrey Creek Park","McClaughrey Creek Park",NA,"polygon",-83.4013010032361,42.2725858
"park",NA,"Rotary Park II","Rotary Park II",NA,"polygon",-83.3837481400791,42.2708733
"park",NA,"Rotary Park I","Rotary Park I",NA,"polygon",-83.3961648162778,42.27085725
"park",NA,"Shafer Park","Shafer Park",NA,"polygon",-83.4252842229029,42.27510765
"park",NA,"Soroptimist Park","Soroptimist Park",NA,"polygon",-83.3908436406971,42.27122005
"park",NA,"Sue Win Playground","Sue Win Playground",NA,"polygon",-83.3521415113025,42.27013535
"park",NA,NA,NA,NA,"polygon",-83.4955211213762,42.4337166
"park",NA,"Cabbagetown Park","Cabbagetown Park",NA,"polygon",-83.4810623397456,42.4377546
"park",NA,"Denton Park","Denton Park",NA,"polygon",-83.4913516750668,42.42629275
"park",NA,"Fish Hatchery Park","Fish Hatchery Park",NA,"polygon",-83.4932369944238,42.42275475
"park",NA,"Ford Field Park East","Ford Field Park East",NA,"polygon",-83.4766481435785,42.4320697
"park",NA,"Henningsen Park","Henningsen Park",NA,"polygon",-83.4532100801628,42.4128799
"park",NA,"Maplewood Park","Maplewood Park",NA,"polygon",-83.4803737890722,42.44221375
"park",NA,"Sheldon Road Park","Sheldon Road Park",NA,"polygon",-83.4811266942586,42.40368735
"park",NA,"Veteran's Memorial at Waterford Woods","Veteran's Memorial at Waterford Woods",NA,"polygon",-83.4860133177488,42.40171915
"park",NA,"Cherry Hill","Cherry Hill",NA,"polygon",-83.2568731191625,42.3107596
"park",NA,"Heather Lane Park","Heather Lane Park",NA,"polygon",-83.2616766251097,42.27391675
"park",NA,"Kinloch Park","Kinloch Park",NA,"polygon",-83.29701835,42.3292955
"park",NA,"Lyle C. Van Houten Park","Lyle C. Van Houten Park",NA,"polygon",-83.2810882326396,42.3315414
"park",NA,"Parkland Community Park","Parkland Community Park",NA,"polygon",-83.2503681140813,42.3391422
"park",NA,"Swapka Park","Swapka Park",NA,"polygon",-83.2531475208813,42.2718594
"park",NA,"Dozier Recreation Center","Dozier Recreation Center",NA,"polygon",-83.328255354947,42.29608765
"park",NA,"Merriman Park","Merriman Park",NA,"polygon",-83.349617941,42.2904605
"park",NA,"Brookside Park","Brookside Park",NA,"polygon",-83.3252323769659,42.28390365
"park",NA,"Colonial Park","Colonial Park",NA,"polygon",-83.3120162929934,42.2990248
"park",NA,"Dartmouth Park","Dartmouth Park",NA,"polygon",-83.29874455,42.28136305
"park",NA,"Demby Park","Demby Park",NA,"polygon",-83.3164022220786,42.27725135
"park",NA,"LeMoyne Park","LeMoyne Park",NA,"polygon",-83.3301525958277,42.2771541
"park",NA,"Moore Tot Lot","Moore Tot Lot",NA,"polygon",-83.3115522,42.2833529
"park",NA,"Tyrone Wheatley Park","Tyrone Wheatley Park",NA,"polygon",-83.2913176,42.28398145
"park",NA,"Wellington Park","Wellington Park",NA,"polygon",-83.30726625,42.2809477
"park",NA,"Hewen's Creek Park","Hewen's Creek Park",NA,"polygon",-83.6299317344881,42.1753967
"park",NA,"Milverton Park","Milverton Park",NA,"polygon",-83.0999814152013,42.5453837
"park",NA,"Swift Run Park","Swift Run Park","Washtenaw County Parks & Recreation Commission and Ciry of Ann Arbor Parks & Recreation","polygon",-83.7012131843109,42.22873035
"park",NA,"Atlas Park","Atlas Park",NA,"polygon",-83.2753156544648,42.25570425
"park",NA,"Northwest Park","Northwest Park",NA,"polygon",-83.2959147886727,42.26681955
"park",NA,"Kern Playground","Kern Playground",NA,"polygon",-83.0395969228829,42.43255415
"park",NA,"Krainz Park","Krainz Park",NA,"polygon",-83.0566181600164,42.42874465
"park",NA,"Cannon Park","Cannon Park",NA,"polygon",-83.4612756468743,42.37783045
"park",NA,"Garden Club Park","Garden Club Park",NA,"polygon",-83.4714898453889,42.3644815
"park",NA,"Hough Park","Hough Park",NA,"polygon",-83.4770972217456,42.36958755
"park",NA,"Jack Wilcox Park","Jack Wilcox Park",NA,"polygon",-83.4681390733703,42.3600393
"park",NA,"Kiwanis Park","Kiwanis Park",NA,"polygon",-83.47783165,42.3790621
"park",NA,"Pointe Park","Pointe Park",NA,"polygon",-83.461836930206,42.3832108
"park",NA,"Rotary Club Park","Rotary Club Park",NA,"polygon",-83.4740651,42.3683658
"park",NA,"Smith Park","Smith Park",NA,"polygon",-83.4795579811403,42.36837985
"park",NA,"Knights of Columbus Park","Knights of Columbus Park",NA,"polygon",-83.45981005,42.37829405
"park",NA,"Miller Family Park","Miller Family Park",NA,"polygon",-83.4386461983199,42.36624395
"park",NA,"Plymouth Township Park","Plymouth Township Park",NA,"polygon",-83.5017046196364,42.3697213
"park",NA,"Lloyd Carr Park","Lloyd Carr Park",NA,"polygon",-83.1753931014335,42.1788791
"park",NA,"Linear Park","Linear Park",NA,"polygon",-83.5246839470973,42.40044355
"park",NA,"Salem Veterans Park","Salem Veterans Park",NA,"polygon",-83.5787249787022,42.40557175
"park",NA,"Walking Path Pocket Park","Walking Path Pocket Park",NA,"polygon",-83.57873958001,42.40455725
"park",NA,"Barchester Park","Barchester Park","Canton Township","polygon",-83.4651217658217,42.33129655
"park",NA,"Zibiwés Nature Area","Zibiwés Nature Area",NA,"polygon",-83.5322078197877,42.3246632
"park",NA,"Victory Park","Victory Park",NA,"polygon",-83.4952307962488,42.2656373
"park",NA,NA,NA,NA,"polygon",-83.3464824293481,42.3265623
"park",NA,"Liberty Park","Liberty Park",NA,"polygon",-83.3624910234532,42.2915513
"park",NA,"Columbia Park","Columbia Park",NA,"polygon",-83.2549344606228,42.29310005
"park",NA,"Edison Park","Edison Park",NA,"polygon",-83.2448831734631,42.29387875
"park",NA,"Oxford Park","Oxford Park",NA,"polygon",-83.2671091745521,42.29286935
"park",NA,"Penn-Vassar Park","Penn-Vassar Park",NA,"polygon",-83.256926524623,42.28478715
"park",NA,"Summer-Stephens Park","Summer-Stephens Park",NA,"polygon",-83.2556666271361,42.2966302
"park",NA,"Whitmore-Bolles Park","Whitmore-Bolles Park",NA,"polygon",-83.2494051116633,42.2880133
"park",NA,"Pittsview Park","Pittsview Park","City of Ann Arbor","polygon",-83.6921380017372,42.2447172
"park",NA,"Carlysle-Ash Park","Carlysle-Ash Park",NA,"polygon",-83.2188636256573,42.28439125
"park",NA,"Dearborn High Park","Dearborn High Park",NA,"polygon",-83.2642709770067,42.3076744
"park",NA,"Martha-Myrtle Park","Martha-Myrtle Park",NA,"polygon",-83.2617902600093,42.3139871
"park",NA,"Morningside Park","Morningside Park",NA,"polygon",-83.219814990965,42.28484865
"park",NA,"Oak Park","Oak Park",NA,"polygon",-83.2581204016814,42.32281045
"park",NA,"Pine-Linden Park","Pine-Linden Park",NA,"polygon",-83.217267500444,42.2802447
"park",NA,"Rosalie-Hubbard Park","Rosalie-Hubbard Park",NA,"polygon",-83.2827273197001,42.31744625
"park",NA,"Tannahill Park","Tannahill Park",NA,"polygon",-83.2564793307748,42.31502175
"park",NA,"Ten Eyke Park","Ten Eyke Park","City of Dearborn","polygon",-83.2237662346939,42.2828693
"park",NA,"WDDA Pocket Park","WDDA Pocket Park",NA,"polygon",-83.2452514665429,42.30619105
"park",NA,"Arthur J Miller Park","Arthur J Miller Park","City of Warren","polygon",-82.9787042905541,42.5288933
"park",NA,"Dondero Park","Dondero Park",NA,"polygon",-83.1277737373596,42.4784172
"park",NA,"Harding Park","Harding Park",NA,"polygon",-83.1275196723276,42.47455565
"park",NA,"Lawson Park","Lawson Park",NA,"polygon",-83.1350010469662,42.47833105
"park",NA,"Deland G Mercure Memorial Park","Deland G Mercure Memorial Park",NA,"polygon",-83.239366362179,42.07314915
"park",NA,"Matthew C. Patterson Park","Matthew C. Patterson Park",NA,"polygon",-82.9203187766522,42.3738625
"park",NA,NA,NA,NA,"polygon",-83.1972253264591,42.3137727
"park",NA,"Alber-Bingham Park","Alber-Bingham Park",NA,"polygon",-83.1735591599575,42.3318344
"park",NA,"Argyle-Williamson Park","Argyle-Williamson Park",NA,"polygon",-83.1821588417935,42.3252301
"park",NA,"Bennington Park","Bennington Park",NA,"polygon",-83.1933761781066,42.3118111
"park",NA,"Palmer-Jerome Park","Palmer-Jerome Park",NA,"polygon",-83.1974738599257,42.3178043
"park",NA,NA,NA,NA,"polygon",-83.1546884260232,42.3395111
"park",NA,"Arther Basse Park","Arther Basse Park",NA,"polygon",-83.1665373731888,42.34507
"park",NA,"Gary Park","Gary Park",NA,"polygon",-83.159105072388,42.3423559
"park",NA,"Laker Park","Laker Park",NA,"polygon",-83.1455420755863,42.3484326
"park",NA,"Wyoming-Gould Park","Wyoming-Gould Park",NA,"polygon",-83.156959454595,42.34700245
"park",NA,"Ash-Raymond Park","Ash-Raymond Park",NA,"polygon",-83.1433438107495,42.2973143
"park",NA,"Canterbury Park","Canterbury Park",NA,"polygon",-83.1426787168493,42.3016165
"park",NA,"Optimist-Parkgrove Playground","Optimist-Parkgrove Playground",NA,"polygon",-83.0075466,42.42985425
"park",NA,"North Park","North Park",NA,"polygon",-83.546240013668,42.47872555
"park",NA,"Park Northfield","Park Northfield",NA,"polygon",-83.672530678993,42.3589141
"park",NA,"Staebler Farm County Park","Staebler Farm County Park","Washtenaw County","polygon",-83.6105667108831,42.33208665
"park",NA,"North Prospect Park","North Prospect Park",NA,"polygon",-83.6077746944546,42.32309945
"park",NA,"Marshall E. Taylor Park","Marshall E. Taylor Park",NA,"polygon",-83.4780828121316,42.53635945
"park",NA,"Wildwood Park","Wildwood Park",NA,"polygon",-83.1012297298283,42.48803345
"park",NA,"Lajko Park","Lajko Park",NA,"polygon",-83.3640311607734,42.1391594
"park",NA,NA,NA,NA,"polygon",-83.0471648264286,42.33422555
"park",NA,"Papp Park","Papp Park",NA,"polygon",-83.2810878146738,42.23950735
"park",NA,NA,NA,NA,"polygon",-82.9372265265288,42.36509965
"park",NA,"Sunderland Park","Sunderland Park",NA,"polygon",-83.4233722963173,42.518667
"park",NA,"Stratford Park","Stratford Park",NA,"polygon",-83.4336411451539,42.51762565
"park",NA,"Hollyhead Park","Hollyhead Park",NA,"polygon",-83.4190408814653,42.5184663
"park",NA,"Van Buren Park","Van Buren Park",NA,"polygon",-83.5355011374702,42.21521535
"park",NA,"Woodland Park","Woodland Park","Woodland Beach Association","polygon",-83.3151645656924,41.9374611
"park",NA,"Village Park","Village Park",NA,"polygon",-83.4796335885713,42.20157105
"park",NA,NA,NA,NA,"polygon",-83.3201085,41.937142
"park",NA,"Northville West Recreation Area","Northville West Recreation Area",NA,"polygon",-83.4762518764783,42.4231974
"park",NA,"Cass Benton Recreation Area","Cass Benton Recreation Area",NA,"polygon",-83.4726214149866,42.41686965
"park",NA,"Waterford Bend Recreation Area","Waterford Bend Recreation Area",NA,"polygon",-83.4706601768025,42.41244365
"park",NA,"Wilcox Recreation Area","Wilcox Recreation Area",NA,"polygon",-83.4606979982028,42.38533715
"park",NA,"Gunsolly Mills Recreation Area","Gunsolly Mills Recreation Area",NA,"polygon",-83.4543111146302,42.3782855
"park",NA,"Haggerty West Recreation Area","Haggerty West Recreation Area",NA,"polygon",-83.4485911201893,42.37034315
"park",NA,"Plymouth Riverside Recreation Area","Plymouth Riverside Recreation Area",NA,"polygon",-83.4550289212127,42.3714604
"park",NA,"Rotary Park","Rotary Park",NA,"polygon",-83.2655721788209,42.21859545
"park",NA,"Delray Boat Launch","Delray Boat Launch",NA,"polygon",-83.0998314932146,42.2946809
"park",NA,"Pulaski Park","Pulaski Park",NA,"polygon",-83.064102900218,42.39362605
"park",NA,NA,NA,NA,"polygon",-83.1261738471831,42.3095057
"park",NA,"Newburgh Pointe Recreation Area","Newburgh Pointe Recreation Area",NA,"polygon",-83.4238310809323,42.36751655
"park",NA,"Sumac Pointe Recreation Area","Sumac Pointe Recreation Area",NA,"polygon",-83.4140258584079,42.3664609
"park",NA,"Levan Knoll Recreation Area","Levan Knoll Recreation Area",NA,"polygon",-83.3953892716464,42.35899295
