"feature_type","osm_id","label","name","operator","source_geometry","longitude","latitude"
"park",NA,"Scout Park","Scout Park",NA,"polygon",-83.0952447726013,42.45990955
"park",NA,"Madge Park","Madge Park",NA,"polygon",-83.0916281614593,42.4538151
"park",NA,"Kennedy Park","Kennedy Park",NA,"polygon",-83.0856930519246,42.45857135
"park",NA,"Sutar-Sutaruk-Meyer Foundation Park","Sutar-Sutaruk-Meyer Foundation Park",NA,"polygon",-83.0976373483441,42.45528475
"park",NA,"Jessica Nagle-Wilson Memorial Park","Jessica Nagle-Wilson Memorial Park",NA,"polygon",-83.107379492174,42.45249035
"park",NA,"Shaw Park","Shaw Park",NA,"polygon",-83.0764913349789,42.4562496
"park",NA,"Garbutt Park","Garbutt Park",NA,"polygon",-83.1384717714633,42.44778735
"park",NA,"Memorial Park","Memorial Park","City of Pleasant Ridge","polygon",-83.1428639613722,42.4712701
"park",NA,"Stephenson Park","Stephenson Park","City of Pleasant Ridge","polygon",-83.1418791538072,42.4700481
"park",NA,"Best Park","Best Park",NA,"polygon",-83.1603562155331,42.46992735
"park",NA,"Hessell Park","Hessell Park",NA,"polygon",-83.1477594338654,42.46898365
"park",NA,"Marie Park","Marie Park",NA,"polygon",-83.1451544203651,42.44836025
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-83.1351559526034,42.266059
"park",NA,"Prairie Park","Prairie Park",NA,"polygon",-83.7008394999842,42.1974926
"park",NA,NA,NA,NA,"polygon",-83.41868055,42.44982015
"park",NA,NA,NA,NA,"polygon",-83.4117021732151,42.4513041
"park",NA,NA,NA,NA,"polygon",-83.4040385042748,42.4495037
"park",NA,NA,NA,NA,"polygon",-83.4015119879247,42.4797558
"park",NA,"Freestone rock park","Freestone rock park",NA,"polygon",-83.5293802156877,42.4067257
"park",NA,"Dad Butler Park","Dad Butler Park",NA,"polygon",-83.0804368994842,42.4454133
"park",NA,"Bradby Park","Bradby Park",NA,"polygon",-83.0720369155701,42.39208025
"park",NA,NA,NA,NA,"polygon",-83.237731751904,42.29664985
"park",NA,"Forest Brook Park","Forest Brook Park",NA,"polygon",-83.474085856068,42.28864395
"park",NA,"John D. Dingell Park","John D. Dingell Park","City of Ecorse","polygon",-83.1451371875739,42.23955935
"park",NA,NA,NA,NA,"polygon",-83.4849771183562,42.43017065
"park",NA,"Alfred Brush Ford Park","Alfred Brush Ford Park","City of Detroit","polygon",-82.9390555809098,42.35805555
"park",NA,"Riverfront-Lakewood East Park","Riverfront-Lakewood East Park","City of Detroit","polygon",-82.9343636754135,42.3584125
"park",NA,"Mariner Park","Mariner Park","City of Detroit","polygon",-82.9300598491369,42.35896385
"park",NA,"Water Works Park","Water Works Park","Detroit Water and Sewerage Department","polygon",-82.9791174937244,42.3589138
"park",NA,"Reid Memorial Park","Reid Memorial Park","City of Detroit","polygon",-82.9662293635648,42.3586132
"park",NA,"Engel Memorial Park","Engel Memorial Park","City of Detroit","polygon",-82.9684257153533,42.35698715
"park",NA,"Windmill Pointe Park","Windmill Pointe Park",NA,"polygon",-82.9286429894877,42.3599879
"park",NA,"Reuther Mall","Reuther Mall",NA,"polygon",-83.0692171151163,42.35932055
"park",NA,"Yamasaki Reflecting Pools","Yamasaki Reflecting Pools",NA,"polygon",-83.0702798030632,42.35939545
"park",NA,"Neff Park","Neff Park",NA,"polygon",-82.9059494499712,42.38318145
"park",NA,"Kerby Field","Kerby Field",NA,"polygon",-82.9093431698089,42.41439835
"park",NA,"Sweeney Park","Sweeney Park",NA,"polygon",-82.9052719116942,42.43133955
"park",NA,"Ghesquiere Park","Ghesquiere Park",NA,"polygon",-82.9125645205029,42.4329973
"park",NA,"Adams Park","Adams Park",NA,"polygon",-83.2065303555467,42.54921625
"park",NA,"Derby Well Site","Derby Well Site",NA,"polygon",-83.2016955112969,42.55371635
"park",NA,"Herndon's Walnut Lake Estates","Herndon's Walnut Lake Estates",NA,"polygon",-83.328591365661,42.5554684
"park",NA,"St. Martins Park","St. Martins Park",NA,"polygon",-83.1538876734648,42.43695865
"park",NA,"John C. Luger Playground","John C. Luger Playground","Hartford Memorial Baptist Church","polygon",-83.1822178,42.42992065
"park",NA,"Hardstein Playground","Hardstein Playground",NA,"polygon",-83.1765833559555,42.4426727
"park",NA,"Running Trout Rock Park","Running Trout Rock Park",NA,"polygon",-83.5280031093009,42.4057772
"park",NA,"Brewer Park","Brewer Park",NA,"polygon",-82.986697762068,42.38306545
"park",NA,NA,NA,NA,"polygon",-82.9043172533253,42.3962579
"park",NA,"McCabe Park","McCabe Park",NA,"polygon",-83.1267402754831,42.37331605
"park",NA,"Lasky Park","Lasky Park",NA,"polygon",-83.0514570688327,42.41415535
"park",NA,"Jayne Playfield","Jayne Playfield",NA,"polygon",-83.0564192533641,42.413717
"park",NA,"Salter Memorial Park","Salter Memorial Park",NA,"polygon",-82.9233578516883,42.42908185
"park",NA,"Spindler Park","Spindler Park",NA,"polygon",-82.9196251934642,42.46963465
"park",NA,"Dingeman Park","Dingeman Park","Detroit Public Schools","polygon",-83.1343756770752,42.33646755
"park",NA,"Monguagon Memorial Park","Monguagon Memorial Park","City of Trenton","polygon",-83.1970495998437,42.1480493
"park",NA,"Birchwoods Subdivision Park","Birchwoods Subdivision Park",NA,"polygon",-83.5323023339963,42.4738421
"park",NA,"Lipke Playground","Lipke Playground",NA,"polygon",-83.020912645092,42.4363799
"park",NA,"Howarth Park","Howarth Park",NA,"polygon",-83.0281377993129,42.4270599
"park",NA,"Warren Community Park","Warren Community Park",NA,"polygon",-83.0505818583311,42.5297973
"park",NA,"Gerald C. Schroeder Athletic Fields","Gerald C. Schroeder Athletic Fields",NA,"polygon",-82.8781032840935,42.4376475
"park",NA,"Mollicone Park","Mollicone Park",NA,"polygon",-82.99895065,42.3663887
"park",NA,"Dabrowski Park","Dabrowski Park",NA,"polygon",-83.0432104351073,42.36171885
"park",NA,"Jaycee Park","Jaycee Park",NA,"polygon",-83.2953715663462,42.36735905
"park",NA,NA,NA,NA,"polygon",-82.9526253045603,42.5460893
"park",NA,"Field of Dreams Flying Park","Field of Dreams Flying Park",NA,"polygon",-83.6543916270267,42.09160825
"park",NA,"Vern R. Campbell Park / Soccer Complex","Vern R. Campbell Park / Soccer Complex",NA,"polygon",-83.6594153616343,42.09588795
"park",NA,"Sundial Park","Sundial Park",NA,"polygon",-83.6820592459889,42.3159105
"park",NA,"Kingsway Park","Kingsway Park",NA,"polygon",-83.4601393258084,42.30129325
"park",NA,"Robert J. Aeck Memorial Park","Robert J. Aeck Memorial Park",NA,"polygon",-83.4629756121071,42.30385295
"park",NA,"Centenntial Garden","Centenntial Garden",NA,"polygon",-82.9997008125809,42.3637628
"park",NA,"Farwell Field","Farwell Field",NA,"polygon",-83.0577110493228,42.44462515
"park",NA,"Conner Parkway","Conner Parkway",NA,"polygon",-82.9894385841992,42.3966033
"park",NA,"John R. Watson Park","John R. Watson Park",NA,"polygon",-83.0532347944779,42.34556965
"park",NA,"Mansfield-Diversey Playground","Mansfield-Diversey Playground",NA,"polygon",-83.2020258570562,42.3488063
"park",NA,"Constance-St. Marys Park","Constance-St. Marys Park",NA,"polygon",-83.2038134891188,42.354762
"park",NA,"Greene Playground","Greene Playground",NA,"polygon",-83.1925765674995,42.3614133
"park",NA,"Johnson Park","Johnson Park",NA,"polygon",-83.0192757827334,42.36991435
"park",NA,"Dueweke Park","Dueweke Park",NA,"polygon",-83.0171648287217,42.3737245
"park",NA,"Saint Anthony Playground","Saint Anthony Playground",NA,"polygon",-83.0191140794273,42.37689265
"park",NA,"Ames Park","Ames Park",NA,"polygon",-83.1083030408681,42.3495815
"park",NA,"Brookins Park","Brookins Park",NA,"polygon",-82.9518619621257,42.4207592
"park",NA,"Ginger Bread Tot Lot","Ginger Bread Tot Lot",NA,"polygon",-83.189331038564,42.267212
"park",NA,"Biraga Playground","Biraga Playground",NA,"polygon",-83.0413041579587,42.39455995
"park",NA,"Molena-Castle Playground","Molena-Castle Playground",NA,"polygon",-83.0187118140073,42.4075696
"park",NA,"Arthur L. Fletcher Playfield","Arthur L. Fletcher Playfield",NA,"polygon",-83.0175488061709,42.4159443
"park",NA,"Facsko Park","Facsko Park",NA,"polygon",-83.0160800903192,42.41492115
"park",NA,"Bieniek Park","Bieniek Park",NA,"polygon",-83.1365996625706,42.34135865
"park",NA,"Rudolph Szafraniec Playground","Rudolph Szafraniec Playground",NA,"polygon",-83.1177148,42.33526795
"park",NA,"Watson Playground","Watson Playground",NA,"polygon",-83.1113602276227,42.3440712
"park",NA,NA,NA,NA,"polygon",-83.0225636581366,42.34932085
"park",NA,"Owen Park","Owen Park",NA,"polygon",-82.9904943718094,42.352801
"park",NA,"Dean Savage Memorial Park","Dean Savage Memorial Park",NA,"polygon",-83.0632572025571,42.32782215
"park",NA,"Grosse Pointe Park Market","Grosse Pointe Park Market",NA,"polygon",-82.9426432408401,42.3809197
"park",NA,"Grace Lake Southeast Green","Grace Lake Southeast Green",NA,"polygon",-83.4307382166571,42.2372236
"park",NA,"Grace Lake Southern Grove","Grace Lake Southern Grove",NA,"polygon",-83.4317437348347,42.23684135
"park",NA,"Grace Lake Central Park","Grace Lake Central Park",NA,"polygon",-83.4332060102956,42.2391287
"park",NA,NA,NA,NA,"polygon",-83.306597308712,42.52574315
"park",NA,"George Osius Municipal Park","George Osius Municipal Park",NA,"polygon",-82.8742760688159,42.4366797
"park",NA,"Rev. J. Jordan Funscape Park","Rev. J. Jordan Funscape Park",NA,"polygon",-83.0754374532851,42.4013216
"park",NA,"McKee Park","McKee Park","City of Windsor","polygon",-83.0752604304003,42.30684575
"park",NA,"Cass Park","Cass Park","City of Detroit","polygon",-83.0604101757899,42.3404388
"park",NA,"Melvindale Park","Melvindale Park",NA,"polygon",-83.1844228971001,42.28089295
"park",NA,"French Landing Historical Park","French Landing Historical Park","Van Buren Charter Township","polygon",-83.4397525664783,42.21557065
"park",NA,NA,NA,NA,"polygon",-83.459396786129,42.40675855
"park",NA,"River Hill Ridge Park","River Hill Ridge Park",NA,"polygon",-83.5336955431558,42.2980947
"park",NA,NA,NA,NA,"polygon",-83.1468292316915,42.26770915
"park",NA,"Tot Lot","Tot Lot",NA,"polygon",-83.1414660169867,42.2727833
"park",NA,NA,NA,NA,"polygon",-83.1324803411384,42.2667693
"park",NA,NA,NA,NA,"polygon",-83.1243448748957,42.2730813
"park",NA,"Bell Park","Bell Park","City of Ecorse","polygon",-83.140851491914,42.2577435
"park",NA,"East Glenwood Park","East Glenwood Park","City of Ecorse","polygon",-83.134841151625,42.2583393
"park",NA,"Cicotte Park","Cicotte Park",NA,"polygon",-83.1337347037535,42.2784611
"park",NA,"Tot Lot","Tot Lot",NA,"polygon",-83.1329946980533,42.2784422
"park",NA,"Bryant Vermont Park","Bryant Vermont Park",NA,"polygon",-83.0849784086407,42.3521512
"park",NA,"Nike Park","Nike Park",NA,"polygon",-83.37220431671,42.00302335
"park",NA,"Fountain Court","Fountain Court",NA,"polygon",-83.0695553436289,42.3574927
"park",NA,"Kiwanis Club No. 1","Kiwanis Club No. 1",NA,"polygon",-83.0112707356523,42.3547365
"park",NA,"Commonwealth-Marquette Park","Commonwealth-Marquette Park",NA,"polygon",-83.08590275,42.36160535
"park",NA,"Callahan Playground","Callahan Playground",NA,"polygon",-83.0355524330789,42.3722501
"park",NA,NA,NA,NA,"polygon",-83.0282672346591,42.45901375
"park",NA,"Jaycee Park","Jaycee Park",NA,"polygon",-83.0101565617756,42.46862545
"park",NA,"Litsitz Memorial Playground","Litsitz Memorial Playground",NA,"polygon",-83.1089778299787,42.37028675
"park",NA,"Yates Park","Yates Park",NA,"polygon",-83.1048887991721,42.36978155
"park",NA,"Winters Park","Winters Park",NA,"polygon",-82.9914216252869,42.45851865
"park",NA,"Roseberry-Promenade Park","Roseberry-Promenade Park","City of Detroit","polygon",-82.98701105,42.40793775
"park",NA,"Armour-Knodell Park","Armour-Knodell Park",NA,"polygon",-83.0053277728224,42.39856315
"park",NA,"Traverse-McClellan","Traverse-McClellan",NA,"polygon",-83.0115386643336,42.4000272
"park",NA,"Karaniewski Park","Karaniewski Park",NA,"polygon",-83.031201174782,42.38650835
"park",NA,"Luce-St. Louis Playground","Luce-St. Louis Playground",NA,"polygon",-83.0390601319143,42.4165738
"park",NA,"Robinwood Park","Robinwood Park",NA,"polygon",-83.0187438638295,42.43183675
"park",NA,"Keith Slappy Park","Keith Slappy Park",NA,"polygon",-83.0564138689384,42.43614095
"park",NA,"Syracuse Playground","Syracuse Playground",NA,"polygon",-83.0470858600505,42.43535825
"park",NA,"Marx-Remington Park","Marx-Remington Park",NA,"polygon",-83.084794441341,42.4428261
"park",NA,"Dequindre-Emery Playlot","Dequindre-Emery Playlot",NA,"polygon",-83.082632350844,42.4358618
"park",NA,"Hawthorne Park","Hawthorne Park",NA,"polygon",-83.0920643272977,42.42720915
"park",NA,"God's Graceland Park","God's Graceland Park",NA,"polygon",-83.26977405,42.4305424
"park",NA,"Puritan-Coyle Park","Puritan-Coyle Park",NA,"polygon",-83.1944634743107,42.409171
"park",NA,NA,NA,NA,"polygon",-82.9139887632625,42.4154148
"park",NA,"Scottsdale Park","Scottsdale Park",NA,"polygon",-83.4126528012781,42.348738
"park",NA,"Willlow Creek Park","Willlow Creek Park",NA,"polygon",-83.4103760709155,42.3200588
"park",NA,"Martin Luther King, Jr. Park","Martin Luther King, Jr. Park",NA,"polygon",-83.1023774586544,42.3917359
"park",NA,NA,NA,NA,"polygon",-83.4854624706875,42.4352039
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-83.1461177906472,42.53717145
"park",NA,"Harold Cross Park","Harold Cross Park",NA,"polygon",-83.1658597381409,42.3530527
"park",NA,NA,NA,NA,"polygon",-82.9912998014404,42.38672815
"park",NA,NA,NA,NA,"polygon",-83.1269888955944,42.3721669
"park",NA,"Barton Park South","Barton Park South",NA,"polygon",-83.1424619779802,42.4911975
"park",NA,"Eagle Plaza","Eagle Plaza",NA,"polygon",-83.1456844211807,42.4875518
"park",NA,"Greenview-Wadsworth Park","Greenview-Wadsworth Park",NA,"polygon",-83.22298705,42.37510445
"park",NA,"Wall Park","Wall Park",NA,"polygon",-83.6937392755809,42.18048335
"park",NA,"Littlefield Playfield","Littlefield Playfield",NA,"polygon",-83.1554210666961,42.38278825
"park",NA,"Shirley-Plymouth Park","Shirley-Plymouth Park",NA,"polygon",-83.1828013489942,42.37694475
"park",NA,"Joe Louis Park","Joe Louis Park",NA,"polygon",-83.1569270651361,42.4416535
"park",NA,"Van Antwerp Park","Van Antwerp Park",NA,"polygon",-83.1656320814442,42.43781955
"park",NA,"Newport Fireman's Park","Newport Fireman's Park",NA,"polygon",-83.3074143737967,42.00978125
"park",NA,NA,NA,NA,"polygon",-83.2960348111944,42.012125
"park",NA,"Hunter Park","Hunter Park",NA,"polygon",-83.1397627478094,42.53637965
"park",NA,"Champine Park","Champine Park",NA,"polygon",-82.8798174474273,42.51082855
"park",NA,"Phelps Playground","Phelps Playground",NA,"polygon",-83.170839871492,42.370329
"park",NA,"Wark Park","Wark Park",NA,"polygon",-83.1796522848792,42.36739215
"park",NA,"Belton-Mark Twain Park","Belton-Mark Twain Park",NA,"polygon",-83.1855677537936,42.354255
"park",NA,"Wolf Park","Wolf Park",NA,"polygon",-83.1795881766695,42.3564204
"park",NA,NA,NA,NA,"polygon",-83.4626727966286,42.4795713
"park",NA,"Licht Park","Licht Park",NA,"polygon",-83.0129137446446,42.5151754
"park",NA,"Optimist Park","Optimist Park",NA,"polygon",-82.9232973888287,42.5013868
"park",NA,"Quincy-Midland Park","Quincy-Midland Park",NA,"polygon",-83.1380913394256,42.40612955
"park",NA,"Twork Park","Twork Park",NA,"polygon",-83.0695174886704,42.42325165
"park",NA,"John Thomas Yaksich Park","John Thomas Yaksich Park",NA,"polygon",-83.0742748044331,42.4276532
"park",NA,"Dequindre-Grixdale Park","Dequindre-Grixdale Park",NA,"polygon",-83.0830415755385,42.4287236
"park",NA,"Beniteau Community Park","Beniteau Community Park","Rebuilding Communities, Inc.","polygon",-82.9803222325533,42.38023235
"park",NA,"Kercheval-Parker","Kercheval-Parker",NA,"polygon",-82.998859455162,42.35901905
"park",NA,"Viola Liuzzo Playground","Viola Liuzzo Playground",NA,"polygon",-83.2024425,42.44062695
"park",NA,"Ben Hill Playground","Ben Hill Playground",NA,"polygon",-83.1205646667593,42.4034974
"park",NA,"Walter Sak Playground","Walter Sak Playground",NA,"polygon",-83.10880325,42.33863735
"park",NA,"30th-Herbert Park","30th-Herbert Park",NA,"polygon",-83.1133669949157,42.3412588
"park",NA,"McKinley-Merrick Park","McKinley-Merrick Park",NA,"polygon",-83.1047386629208,42.3462013
"park",NA,NA,NA,NA,"polygon",-83.1211233858748,42.4002169
"park",NA,"Middlebelt Hill","Middlebelt Hill",NA,"polygon",-83.3244731957757,42.3450438
"park",NA,NA,NA,NA,"polygon",-83.1457448445949,42.30768875
"park",NA,NA,NA,NA,"polygon",-83.2335333389892,42.3303539
"park",NA,"Higgins Park","Higgins Park","Detroit Public Schools","polygon",-83.1313252332094,42.29850055
"park",NA,NA,NA,NA,"polygon",-83.0953670268862,42.35781145
"park",NA,"Mackay-Modern Park","Mackay-Modern Park",NA,"polygon",-83.0755390183502,42.41729315
"park",NA,"Evans Park","Evans Park",NA,"polygon",-83.0707091997892,42.41710435
"park",NA,"Victor-Riopelle","Victor-Riopelle",NA,"polygon",-83.0814161096662,42.4126282
"park",NA,"Collins Park","Collins Park",NA,"polygon",-83.0435387556859,42.4089346
"park",NA,"Dover Park","Dover Park",NA,"polygon",-83.1380593432407,42.35029515
"park",NA,NA,NA,NA,"polygon",-83.1308378686714,42.3574087
"park",NA,"Sirotkin Park","Sirotkin Park",NA,"polygon",-83.1355198564462,42.3592839
"park",NA,"Wiley Playlot","Wiley Playlot","City of Detroit","polygon",-83.1399090737798,42.3612662
"park",NA,"Dinning Park","Dinning Park",NA,"polygon",-83.1427471837127,42.3645505
"park",NA,"McShane Park","McShane Park",NA,"polygon",-83.1212441642474,42.36488355
"park",NA,"Kantgias Park","Kantgias Park",NA,"polygon",-83.1029068095886,42.3627185
"park",NA,"Crockett Park","Crockett Park",NA,"polygon",-83.0930288765273,42.3589958
"park",NA,"Mack-Rowe Park","Mack-Rowe Park",NA,"polygon",-83.1549102111101,42.4509366
"park",NA,"Conant Gardens Association Park","Conant Gardens Association Park","Conant Gardens Property Owners Association","polygon",-83.0684273961315,42.4260762
"park",NA,"Intervale-Roselawn Park","Intervale-Roselawn Park",NA,"polygon",-83.149621205086,42.39125285
"park",NA,NA,NA,NA,"polygon",-83.2871564145116,42.5594689
"park",NA,"James Vernor Playground","James Vernor Playground",NA,"polygon",-83.04470815,42.37394315
"park",NA,"Frazier Park","Frazier Park",NA,"polygon",-83.2543961182999,42.16415345
"park",NA,"Pilgrim Village/Martin Park Community Park","Pilgrim Village/Martin Park Community Park",NA,"polygon",-83.1258123990061,42.4099774
"park",NA,"Pioneer Park","Pioneer Park",NA,"polygon",-83.1953573076645,42.52574315
"park",NA,"Keating-State Fair Park","Keating-State Fair Park",NA,"polygon",-83.1007377988244,42.4390443
"park",NA,"Knudsen Park","Knudsen Park",NA,"polygon",-83.0960636579618,42.4455422
"park",NA,"Keidan Park","Keidan Park",NA,"polygon",-83.1149842,42.37639035
"park",NA,"Woodrow Wilson-Fullerton Park","Woodrow Wilson-Fullerton Park",NA,"polygon",-83.1072031,42.3924143
"park",NA,"Robert C. Valade Park","Robert C. Valade Park",NA,"polygon",-83.0192491747279,42.33502155
"park",NA,"Sylvester-Seyburn Park","Sylvester-Seyburn Park",NA,"polygon",-83.0093288141315,42.3694122
"park",NA,"Sylvester-Field Park","Sylvester-Field Park",NA,"polygon",-83.0134836396815,42.36682125
"park",NA,"Canfield-Sheriden Park","Canfield-Sheriden Park",NA,"polygon",-83.0144538491724,42.37027415
"park",NA,"Burns-Lambert Park","Burns-Lambert Park",NA,"polygon",-83.01252615,42.3868189
"park",NA,"Harper Court Park","Harper Court Park",NA,"polygon",-83.0106061829588,42.3915694
"park",NA,"Mt. Elliott-Zender Park","Mt. Elliott-Zender Park",NA,"polygon",-83.0227379568813,42.36245145
"park",NA,"Calcara Park","Calcara Park",NA,"polygon",-83.0222807488993,42.355347
"park",NA,"Benson-Elmwood Park","Benson-Elmwood Park",NA,"polygon",-83.0247033,42.3563949
"park",NA,NA,NA,NA,"polygon",-82.8968781549773,42.45638315
"park",NA,"Schiffer Park","Schiffer Park",NA,"polygon",-83.1393983633094,42.4607499
"park",NA,"Altermatt Park","Altermatt Park",NA,"polygon",-83.0564562240106,42.4555421
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-83.0356513579894,42.48134055
"park",NA,"Cumberland Park","Cumberland Park",NA,"polygon",-83.4836751313433,42.44836355
"park",NA,"Bedford Park","Bedford Park",NA,"polygon",-83.4851152849569,42.44686695
"park",NA,"Serenity Park","Serenity Park",NA,"polygon",-83.4759292209766,42.44957395
"park",NA,"Veteran's Memorial Park","Veteran's Memorial Park",NA,"polygon",-82.954014758019,42.4971848
"park",NA,"Clinton Park (DPS)","Clinton Park (DPS)",NA,"polygon",-83.1507538512487,42.39916525
"park",NA,"Rambling Road Park","Rambling Road Park",NA,"polygon",-83.5910262632619,42.25883875
"park",NA,"Tot Lot Park","Tot Lot Park",NA,"polygon",-83.5880618625155,42.26044915
"park",NA,"Community Center Park","Community Center Park",NA,"polygon",-83.1489218819131,42.47413255
"park",NA,"Alayna Elabed Brighter Neinas Community Park","Alayna Elabed Brighter Neinas Community Park",NA,"polygon",-83.10719455,42.3177964
"park",NA,NA,NA,NA,"polygon",-83.1446844773642,42.455641
"park",NA,"Ferndale Veterans Memorial","Ferndale Veterans Memorial",NA,"polygon",-83.1433180719772,42.45865795
"park",NA,"Civic Center Park","Civic Center Park",NA,"polygon",-83.2799464442012,42.09668895
"park",NA,NA,NA,NA,"polygon",-83.6715842553068,42.23719065
"park",NA,NA,NA,NA,"polygon",-83.6673464861168,42.24138445
"park",NA,"Haab Brothers Memorial Park","Haab Brothers Memorial Park","City of Ypsilanti","polygon",-83.6021122684574,42.23348555
"park",NA,NA,NA,NA,"polygon",-83.5880208557923,42.23541855
"park",NA,NA,NA,NA,"polygon",-83.6249965261711,42.32117815
"park",NA,NA,NA,NA,"polygon",-83.6379316435198,42.3230041
"park",NA,"Recreation Area","Recreation Area",NA,"polygon",-83.163838944317,42.11306995
"park",NA,"Western-Graham Park","Western-Graham Park",NA,"polygon",-83.2969190215126,42.39471435
"park",NA,"Freedom Hill County Park","Freedom Hill County Park","Macomb County","polygon",-82.9769307971895,42.56395535
"park",NA,"15th and Outer Drive Park","15th and Outer Drive Park","City of Ecorse","polygon",-83.1569954306888,42.25337585
"park",NA,NA,NA,NA,"polygon",-83.5472990717249,42.4229023
"park",NA,NA,NA,NA,"polygon",-83.1970958852587,42.1690089
"park",NA,"Schroeter Park","Schroeter Park","Superior Charter Township","polygon",-83.5886798432524,42.3319134
"park",NA,"London Townhouse",NA,"London Townhouse","polygon",-83.3290456,42.35023975
"park",NA,NA,NA,NA,"polygon",-82.9402396757077,42.37421945
"park",NA,"Coolidge/Elgin Park","Coolidge/Elgin Park",NA,"polygon",-83.1825585690879,42.48258175
"park",NA,"Alligator Park","Alligator Park",NA,"polygon",-83.1586041589825,42.48431605
"park",NA,"Harbour Village Community Park","Harbour Village Community Park","Harbour Village Apartments","polygon",-83.4615675905191,42.4250828
"park",NA,"Cool Cities Park","Cool Cities Park","Focus: HOPE","polygon",-83.1136951990818,42.402069
"park",NA,NA,NA,NA,"polygon",-83.00429835,42.3870418
"park",NA,"4-H Park","4-H Park","Brighter Detroit","polygon",-83.00368655,42.38655845
"park",NA,"Miller Park","Miller Park",NA,"polygon",-83.0328209930572,42.47166275
"park",NA,"Dancing in the Streets Park","Dancing in the Streets Park",NA,"polygon",-83.0882735132549,42.3642069
"park",NA,"Ford Park","Ford Park",NA,"polygon",-83.0955802431964,42.41431765
"park",NA,"Russell-Maderiea","Russell-Maderiea","City of Detroit","polygon",-83.0894261242799,42.42266345
"park",NA,"Cardoni-Dakota Park","Cardoni-Dakota Park","City of Detroit","polygon",-83.0918045742866,42.4202463
"park",NA,"Virginia Park Gateway","Virginia Park Gateway","Parks of New Center","polygon",-83.077955021649,42.37620495
"park",NA,"Field of Dreams","Field of Dreams",NA,"polygon",-83.3099169746501,42.3456912
"park",NA,"Baumgartner Park","Baumgartner Park","Sterling Heights","polygon",-82.9963898781922,42.5504213
"park",NA,"Thomas L. Chappelle Park","Thomas L. Chappelle Park",NA,"polygon",-82.9914544242836,42.5576293
"park",NA,"Leroy H. Imus Park","Leroy H. Imus Park",NA,"polygon",-83.0139274631708,42.5704329
"park",NA,"Clarence A McGrath Park","Clarence A McGrath Park",NA,"polygon",-82.9901801663642,42.50367025
"park",NA,"Ridgewood Park","Ridgewood Park","City of Warren","polygon",-82.9913919824606,42.51210965
"park",NA,NA,NA,NA,"polygon",-83.6087851540084,42.1854816
"park",NA,"Arrowhead Pavilion","Arrowhead Pavilion",NA,"polygon",-83.1507557799872,42.2007971
"park",NA,"Schroeder Park","Schroeder Park",NA,"polygon",-83.1959952355389,42.56725375
"park",NA,"Burton Community Park","Burton Community Park",NA,"polygon",-83.1757625705078,42.48432115
"park",NA,"Rinke Park","Rinke Park",NA,"polygon",-83.0211408423803,42.50388005
"park",NA,"Buffalo Soldiers Memorial Park","Buffalo Soldiers Memorial Park",NA,"polygon",-83.2071380271593,42.38664685
"park",NA,"Memorial Park","Memorial Park",NA,"polygon",-82.9589777327712,42.47812285
"park",NA,"MCC South Courtyard","MCC South Courtyard",NA,"polygon",-82.9740830004207,42.50596375
"park",NA,"Bridgefield Green","Bridgefield Green",NA,"polygon",-83.6991929731884,42.210302
"park",NA,"Tarnow-Kirkwood Park","Tarnow-Kirkwood Park","City of Detroit","polygon",-83.140092518313,42.3384291
"park",NA,"Lumley-Michigan Park","Lumley-Michigan Park","City of Detroit","polygon",-83.140238541201,42.32944455
"park",NA,"Maddock Park","Maddock Park",NA,"polygon",-83.1148504021292,42.48264675
"park",NA,"Frederick Linsell Green","Frederick Linsell Green",NA,"polygon",-83.0693621403621,42.3566973
"park",NA,"Capitol Park","Capitol Park",NA,"polygon",-83.049529950445,42.33294835
"park",NA,"Butcher Park","Butcher Park",NA,"polygon",-83.0589744887116,42.4973305
"park",NA,"Maiullo Park","Maiullo Park","City of Detroit","polygon",-83.0845144533033,42.38586525
"park",NA,NA,NA,NA,"polygon",-83.4155990026315,42.47935565
"park",NA,NA,NA,NA,"polygon",-83.6441001890226,42.471521
"park",NA,NA,NA,NA,"polygon",-83.6447988167488,42.4695914
"park",NA,"Avis Park","Avis Park","City of Sterling Heights","polygon",-83.083034267791,42.53769635
"park",NA,NA,NA,NA,"polygon",-82.9494028574429,42.38063455
"park",NA,NA,NA,NA,"polygon",-82.9491776647569,42.38022005
"park",NA,"Harbour Club Dog Park","Harbour Club Dog Park","Harbour Club","polygon",-83.5203480861467,42.21666415
"park",NA,NA,NA,NA,"polygon",-83.4494896664318,42.30773945
"park",NA,NA,NA,NA,"polygon",-83.4945045737244,42.2318166
"park",NA,"Heraty Park","Heraty Park",NA,"polygon",-83.4853617699722,42.23110775
"park",NA,NA,NA,NA,"polygon",-83.4927886801814,42.21084725
"park",NA,NA,NA,NA,"polygon",-83.4935311827217,42.21020985
"park",NA,"Burdi Park","Burdi Park",NA,"polygon",-83.033441412149,42.50487395
"park",NA,NA,NA,NA,"polygon",-83.4912661748001,42.2084636
"park",NA,NA,NA,NA,"polygon",-83.4910028019148,42.20824215
"park",NA,NA,NA,NA,"polygon",-83.4886078932721,42.2073233
