codd,model,dependent_variable,term,b,std_error,beta,t,sig,tolerance,vif
6,5,ln_tasp,FAIR,-0.165,0.059,-0.119,-2.822,0.005,0.912,1.096
6,5,ln_tasp,POOR,-0.454,0.203,-0.093,-2.237,0.026,0.941,1.062
6,5,ln_tasp,UNSOUND,-2.598,0.396,-0.267,-6.558,0.001,0.976,1.025
6,5,ln_tasp,EXT_BRICK,0.252,0.069,0.157,3.677,0.001,0.885,1.131
6,5,ln_tasp,YB_POST_1990,0.917,0.186,0.229,4.943,0.001,0.757,1.322
6,5,ln_tasp,ECF6R601,-0.513,0.13,-0.172,-3.963,0.001,0.865,1.155
6,5,ln_tasp,ECF6R603,-0.397,0.114,-0.149,-3.478,0.001,0.885,1.13
6,5,ln_tasp,ECF6R604,0.254,0.082,0.14,3.094,0.002,0.793,1.26
6,5,ln_tasp,ECF6R605,0.414,0.112,0.16,3.692,0.001,0.862,1.161
6,5,ln_tasp,ECF6R607,0.537,0.21,0.123,2.562,0.011,0.708,1.413
6,5,ln_tasp,ECF6R608,1.409,0.41,0.145,3.434,0.001,0.91,1.099
6,5,ln_tasp,ECF6R609_614,1.652,0.432,0.17,3.825,0.001,0.82,1.219
6,5,ln_tasp,ECF6R611,0.438,0.075,0.274,5.869,0.001,0.745,1.341
6,5,ln_tasp,ECF6R612,0.39,0.16,0.105,2.431,0.016,0.873,1.145
6,5,ln_tasp,ECF6R613,0.778,0.156,0.209,4.975,0.001,0.916,1.091
6,5,ln_tasp,ECF6R616_617,0.681,0.286,0.099,2.382,0.018,0.942,1.062
6,6,ln_tasp,(Constant),9.413,0.461,,20.413,0.001,,
6,6,ln_tasp,LNSBLDSFINT,0.228,0.074,0.154,3.081,0.002,0.305,3.283
6,6,ln_tasp,ARTERIAL,0.241,0.068,0.101,3.523,0.001,0.919,1.088
6,6,ln_tasp,SINGLE_FAMILY2STORY,-0.122,0.046,-0.086,-2.628,0.009,0.712,1.404
6,6,ln_tasp,LARGE,0.114,0.063,0.077,1.81,0.071,0.425,2.352
6,6,ln_tasp,LARGEST,0.27,0.111,0.114,2.425,0.016,0.346,2.888
6,6,ln_tasp,POWDER_ROOM,0.169,0.069,0.092,2.453,0.015,0.54,1.851
6,6,ln_tasp,FAIR,-0.186,0.039,-0.135,-4.756,0.001,0.94,1.064
6,6,ln_tasp,POOR,-0.566,0.12,-0.134,-4.731,0.001,0.944,1.06
6,6,ln_tasp,UNSOUND,-2.371,0.284,-0.232,-8.345,0.001,0.984,1.016
6,6,ln_tasp,EXT_BRICK,0.172,0.053,0.095,3.224,0.001,0.871,1.148
6,6,ln_tasp,YB_1961_TO_1990,0.314,0.137,0.065,2.283,0.023,0.95,1.053
6,6,ln_tasp,YB_POST_1990,0.81,0.163,0.148,4.979,0.001,0.866,1.154
6,6,ln_tasp,CRAWL,-0.142,0.064,-0.067,-2.218,0.027,0.834,1.2
6,6,ln_tasp,ECF6R601,-0.492,0.099,-0.146,-4.982,0.001,0.888,1.126
6,6,ln_tasp,ECF6R603,-0.354,0.081,-0.13,-4.391,0.001,0.863,1.158
6,6,ln_tasp,ECF6R604,0.159,0.059,0.083,2.685,0.008,0.796,1.256
6,6,ln_tasp,ECF6R605,0.435,0.078,0.167,5.56,0.001,0.839,1.192
6,6,ln_tasp,ECF6R607,0.61,0.139,0.139,4.405,0.001,0.766,1.305
6,6,ln_tasp,ECF6R608,1.463,0.202,0.226,7.235,0.001,0.782,1.279
6,6,ln_tasp,ECF6R609_614,1.768,0.242,0.212,7.307,0.001,0.906,1.104
6,6,ln_tasp,ECF6R611,0.411,0.056,0.238,7.403,0.001,0.734,1.363
6,6,ln_tasp,ECF6R612,0.425,0.118,0.105,3.593,0.001,0.895,1.118
6,6,ln_tasp,ECF6R613,0.725,0.096,0.235,7.515,0.001,0.775,1.29
6,6,ln_tasp,ECF6R615,0.419,0.087,0.149,4.811,0.001,0.791,1.265
6,6,ln_tasp,ECF6R616_617,0.603,0.163,0.11,3.7,0.001,0.864,1.158
7,1,ln_sppsf,(Constant),4.078,0.038,,106.813,0.001,,
7,1,ln_sppsf,SMALLEST,0.167,0.044,0.108,3.762,0.001,,
7,1,ln_sppsf,SMALL,0.084,0.029,0.085,2.842,0.005,,
7,1,ln_sppsf,LARGE,-0.082,0.039,-0.06,-2.071,0.039,,
7,1,ln_sppsf,QABOVE_AVG,0.375,0.134,0.072,2.79,0.005,,
7,1,ln_sppsf,EXT_OTHER,-0.123,0.027,-0.12,-4.471,0.001,,
7,1,ln_sppsf,YB_PRE_1929,-0.261,0.043,-0.177,-6.047,0.001,,
7,1,ln_sppsf,YB_1930_TO_1945,-0.104,0.028,-0.101,-3.777,0.001,,
7,1,ln_sppsf,YB_POST_1961,0.2,0.099,0.052,2.024,0.043,,
7,1,ln_sppsf,SLAB,-0.315,0.138,-0.058,-2.287,0.022,,
7,1,ln_sppsf,LN_GARAGESPACES,0.142,0.039,0.093,3.674,0.001,,
7,1,ln_sppsf,WALL,-0.457,0.203,-0.057,-2.251,0.025,,
7,1,ln_sppsf,CENTRAL_AIR,0.104,0.031,0.085,3.325,0.001,,
7,1,ln_sppsf,MONTHS_1TO16,0.014,0.002,0.159,6.307,0.001,,
7,2,ln_price,(Constant),11.018,0.031,,356.264,0.001,,
7,2,ln_price,LN_LANDRATIO,0.332,0.066,0.112,5.062,0.001,,
7,2,ln_price,LN_BASE_BLDGSIZE_RATIO,0.524,0.061,0.239,8.625,0.001,,
7,2,ln_price,TWO_BATHS,0.218,0.094,0.059,2.307,0.021,,
7,2,ln_price,GOOD,0.2,0.099,0.043,2.019,0.044,,
7,2,ln_price,FAIR,-0.132,0.029,-0.097,-4.588,0.001,,
7,2,ln_price,POOR,-0.184,0.066,-0.058,-2.772,0.006,,
7,2,ln_price,QABOVE_AVG,0.273,0.137,0.045,1.992,0.047,,
7,2,ln_price,EXT_OTHER,-0.127,0.025,-0.117,-5.053,0.001,,
7,2,ln_price,YB_PRE_1929,-0.248,0.04,-0.164,-6.125,0.001,,
7,2,ln_price,YB_1930_TO_1945,-0.078,0.025,-0.069,-3.079,0.002,,
7,2,ln_price,YB_POST_1961,0.158,0.089,0.038,1.779,0.075,,
7,2,ln_price,SLAB,-0.326,0.109,-0.063,-2.985,0.003,,
7,2,ln_price,HOT_WATER,0.151,0.06,0.064,2.538,0.011,,
7,2,ln_price,CENTRAL_AIR,0.135,0.029,0.099,4.648,0.001,,
7,2,ln_price,MONTHS_1TO16,0.017,0.002,0.167,8.017,0.001,,
7,3,ln_price,(Constant),10.96,0.03,,360.689,0.001,,
7,3,ln_price,LN_LANDRATIO,0.117,0.064,0.039,1.834,0.067,0.811,1.233
7,3,ln_price,LN_BASE_BLDGSIZE_RATIO,0.54,0.056,0.246,9.69,0.001,0.572,1.747
7,3,ln_price,FAIR,-0.133,0.027,-0.098,-4.992,0.001,0.953,1.05
7,3,ln_price,POOR,-0.167,0.062,-0.053,-2.702,0.007,0.961,1.04
7,3,ln_price,EXT_OTHER,-0.113,0.024,-0.105,-4.743,0.001,0.762,1.312
7,3,ln_price,LN_GARAGESPACES,0.064,0.034,0.038,1.911,0.056,0.928,1.077
7,3,ln_price,FIREPLACE,0.067,0.028,0.056,2.395,0.017,0.665,1.503
7,3,ln_price,WALL,-0.245,0.145,-0.033,-1.691,0.091,0.986,1.014
7,3,ln_price,CENTRAL_AIR,0.092,0.027,0.067,3.411,0.001,0.95,1.052
7,3,ln_price,ECF7R701,0.44,0.056,0.155,7.793,0.001,0.941,1.063
7,3,ln_price,ECF7R702,0.415,0.047,0.176,8.851,0.001,0.934,1.071
7,3,ln_price,ECF7R703,-0.189,0.071,-0.052,-2.652,0.008,0.976,1.025
7,3,ln_price,ECF7R707,-0.209,0.109,-0.037,-1.923,0.055,0.985,1.015
7,3,ln_price,ECF7R708,-0.125,0.054,-0.045,-2.311,0.021,0.965,1.036
7,3,ln_price,ECF7R710,0.113,0.049,0.046,2.325,0.02,0.96,1.041
7,3,ln_price,ECF7R711,-0.175,0.047,-0.076,-3.7,0.001,0.878,1.139
7,3,ln_price,ECF7R715,-0.49,0.146,-0.066,-3.369,0.001,0.976,1.024
7,3,ln_price,ECF7R716,-0.543,0.082,-0.13,-6.597,0.001,0.957,1.045
7,3,ln_price,ECF7R717,-0.614,0.071,-0.18,-8.681,0.001,0.861,1.162
7,3,ln_price,ECF7R718,-0.381,0.058,-0.129,-6.548,0.001,0.958,1.044
7,3,ln_price,ECF7R720,-0.279,0.165,-0.033,-1.69,0.091,0.977,1.023
7,3,ln_price,ECF7R721,0.26,0.147,0.035,1.77,0.077,0.958,1.044
7,3,ln_price,ECF7R722,-0.485,0.14,-0.068,-3.459,0.001,0.948,1.055
7,3,ln_price,ECF7R723,0.362,0.073,0.107,4.967,0.001,0.795,1.257
7,3,ln_price,ECF7R724,-0.223,0.107,-0.041,-2.083,0.037,0.962,1.04
7,3,ln_price,MONTHS_1TO16,0.017,0.002,0.172,8.849,0.001,0.981,1.019
7,4,ln_price,(Constant),10.952,0.032,,340.335,0.001,,
7,4,ln_price,LN_LANDRATIO,0.204,0.058,0.072,3.515,0.001,0.864,1.157
7,4,ln_price,LN_BASE_BLDGSIZE_RATIO,0.5,0.067,0.236,7.43,0.001,0.356,2.812
7,4,ln_price,SMALLEST,-0.079,0.035,-0.054,-2.244,0.025,0.61,1.639
7,4,ln_price,FAIR,-0.11,0.024,-0.088,-4.522,0.001,0.95,1.052
7,4,ln_price,QBELOW_AVG,-0.042,0.024,-0.042,-1.767,0.077,0.632,1.583
7,4,ln_price,QPOOR,0.305,0.167,0.035,1.831,0.067,0.97,1.031
7,4,ln_price,EXT_OTHER,-0.147,0.022,-0.149,-6.575,0.001,0.703,1.422
7,4,ln_price,SLAB,-0.178,0.095,-0.037,-1.866,0.062,0.935,1.069
7,4,ln_price,LN_GARAGESPACES,0.067,0.03,0.044,2.229,0.026,0.929,1.077
7,4,ln_price,FIREPLACE,0.07,0.027,0.063,2.638,0.008,0.626,1.596
7,4,ln_price,CENTRAL_AIR,0.079,0.024,0.063,3.277,0.001,0.958,1.044
7,4,ln_price,ECF7R701,0.516,0.053,0.198,9.805,0.001,0.884,1.131
7,4,ln_price,ECF7R702,0.479,0.043,0.23,11.149,0.001,0.84,1.19
7,4,ln_price,ECF7R703,-0.15,0.073,-0.041,-2.066,0.039,0.896,1.115
7,4,ln_price,ECF7R705,0.088,0.025,0.084,3.508,0.001,0.623,1.604
7,4,ln_price,ECF7R710,0.223,0.046,0.099,4.86,0.001,0.861,1.161
7,4,ln_price,ECF7R711,-0.151,0.043,-0.075,-3.505,0.001,0.776,1.288
7,4,ln_price,ECF7R715,-0.481,0.263,-0.035,-1.829,0.068,0.973,1.028
7,4,ln_price,ECF7R716,-0.498,0.109,-0.089,-4.583,0.001,0.958,1.043
7,4,ln_price,ECF7R717,-0.63,0.076,-0.171,-8.298,0.001,0.848,1.179
7,4,ln_price,ECF7R718,-0.379,0.058,-0.131,-6.492,0.001,0.885,1.13
7,4,ln_price,ECF7R719,0.087,0.034,0.059,2.526,0.012,0.664,1.507
7,4,ln_price,ECF7R722,-0.446,0.262,-0.033,-1.706,0.088,0.983,1.017
7,4,ln_price,ECF7R723,0.487,0.078,0.137,6.281,0.001,0.759,1.318
7,4,ln_price,MONTHS_1TO16,0.017,0.002,0.188,9.842,0.001,0.987,1.013
7,5,ln_tasp,(Constant),11.226,0.026,,438.363,0.001,,
7,5,ln_tasp,LN_LANDRATIO,0.204,0.058,0.073,3.515,0.001,0.865,1.157
7,5,ln_tasp,LN_BASE_BLDGSIZE_RATIO,0.5,0.067,0.241,7.442,0.001,0.356,2.807
7,5,ln_tasp,SMALLEST,-0.078,0.035,-0.056,-2.243,0.025,0.611,1.638
7,5,ln_tasp,FAIR,-0.11,0.024,-0.09,-4.523,0.001,0.95,1.052
7,5,ln_tasp,QBELOW_AVG,-0.042,0.024,-0.043,-1.767,0.077,0.632,1.583
7,5,ln_tasp,QPOOR,0.306,0.167,0.036,1.832,0.067,0.97,1.031
7,5,ln_tasp,EXT_OTHER,-0.147,0.022,-0.152,-6.583,0.001,0.704,1.421
7,5,ln_tasp,SLAB,-0.178,0.095,-0.037,-1.866,0.062,0.935,1.069
7,5,ln_tasp,LN_GARAGESPACES,0.067,0.03,0.045,2.229,0.026,0.929,1.076
7,5,ln_tasp,FIREPLACE,0.07,0.027,0.064,2.637,0.008,0.627,1.594
7,5,ln_tasp,CENTRAL_AIR,0.079,0.024,0.065,3.279,0.001,0.958,1.044
7,5,ln_tasp,ECF7R701,0.516,0.053,0.202,9.815,0.001,0.885,1.13
7,5,ln_tasp,ECF7R702,0.479,0.043,0.235,11.153,0.001,0.84,1.19
7,5,ln_tasp,ECF7R703,-0.15,0.073,-0.042,-2.069,0.039,0.897,1.115
7,5,ln_tasp,ECF7R705,0.088,0.025,0.086,3.509,0.001,0.623,1.604
7,5,ln_tasp,ECF7R710,0.223,0.046,0.101,4.862,0.001,0.863,1.159
7,5,ln_tasp,ECF7R711,-0.151,0.043,-0.077,-3.505,0.001,0.777,1.288
7,5,ln_tasp,ECF7R715,-0.481,0.263,-0.036,-1.828,0.068,0.974,1.027
7,5,ln_tasp,ECF7R716,-0.498,0.109,-0.091,-4.585,0.001,0.958,1.043
7,5,ln_tasp,ECF7R717,-0.63,0.076,-0.174,-8.301,0.001,0.849,1.178
7,5,ln_tasp,ECF7R718,-0.379,0.058,-0.134,-6.493,0.001,0.885,1.13
7,5,ln_tasp,ECF7R719,0.087,0.034,0.06,2.527,0.012,0.664,1.506
7,5,ln_tasp,ECF7R722,-0.446,0.262,-0.033,-1.705,0.088,0.984,1.016
7,5,ln_tasp,ECF7R723,0.487,0.078,0.14,6.285,0.001,0.759,1.317
7,6,ln_tasp,(Constant),9.54,0.186,,51.212,0.001,,
7,6,ln_tasp,LN_LANDRATIO,0.219,0.051,0.075,4.267,0.001,0.792,1.262
7,6,ln_tasp,LNSBLDSFINT,0.259,0.029,0.209,8.969,0.001,0.458,2.184
7,6,ln_tasp,TWO_BATHS,0.249,0.084,0.055,2.958,0.003,0.709,1.41
7,6,ln_tasp,POWDER_ROOM,0.084,0.04,0.039,2.088,0.037,0.716,1.397
7,6,ln_tasp,FAIR,-0.138,0.02,-0.111,-6.795,0.001,0.925,1.081
7,6,ln_tasp,POOR,-0.24,0.05,-0.077,-4.771,0.001,0.951,1.051
7,6,ln_tasp,QBELOW_AVG,-0.068,0.021,-0.064,-3.22,0.001,0.628,1.592
7,6,ln_tasp,EXT_OTHER,-0.131,0.02,-0.126,-6.562,0.001,0.676,1.479
7,6,ln_tasp,YB_PRE_1929,-0.077,0.03,-0.055,-2.605,0.009,0.558,1.792
7,6,ln_tasp,YB_1930_TO_1945,-0.047,0.02,-0.043,-2.386,0.017,0.766,1.305
7,6,ln_tasp,CRAWL,0.14,0.067,0.035,2.07,0.039,0.847,1.18
7,6,ln_tasp,SLAB,-0.137,0.074,-0.03,-1.851,0.064,0.913,1.095
7,6,ln_tasp,GARAGE,0.104,0.018,0.096,5.748,0.001,0.887,1.128
7,6,ln_tasp,FIREPLACE,0.058,0.023,0.048,2.477,0.013,0.649,1.542
7,6,ln_tasp,ELEC_BASEBOARD,-0.439,0.237,-0.03,-1.85,0.064,0.965,1.036
7,6,ln_tasp,WALL,-0.203,0.099,-0.035,-2.052,0.04,0.837,1.195
7,6,ln_tasp,CENTRAL_AIR,0.081,0.023,0.056,3.466,0.001,0.942,1.062
7,6,ln_tasp,ECF7R701,0.498,0.052,0.159,9.551,0.001,0.892,1.121
7,6,ln_tasp,ECF7R702,0.461,0.042,0.187,11.029,0.001,0.86,1.163
7,6,ln_tasp,ECF7R703,-0.138,0.066,-0.034,-2.088,0.037,0.927,1.079
7,6,ln_tasp,ECF7R705,0.072,0.023,0.062,3.186,0.001,0.645,1.549
7,6,ln_tasp,ECF7R710,0.211,0.044,0.081,4.841,0.001,0.885,1.13
7,6,ln_tasp,ECF7R711,-0.123,0.039,-0.057,-3.189,0.001,0.779,1.283
7,6,ln_tasp,ECF7R716,-0.529,0.063,-0.143,-8.44,0.001,0.862,1.159
7,6,ln_tasp,ECF7R717,-0.461,0.061,-0.138,-7.557,0.001,0.748,1.336
7,6,ln_tasp,ECF7R718,-0.281,0.043,-0.114,-6.505,0.001,0.809,1.236
7,6,ln_tasp,ECF7R719,0.095,0.03,0.059,3.157,0.002,0.702,1.425
7,6,ln_tasp,ECF7R720,-0.399,0.13,-0.049,-3.063,0.002,0.966,1.035
7,6,ln_tasp,ECF7R721,0.405,0.238,0.027,1.704,0.089,0.962,1.04
7,6,ln_tasp,ECF7R723,0.367,0.075,0.092,4.926,0.001,0.711,1.406
7,6,ln_tasp,ECF7R724,-0.37,0.076,-0.082,-4.845,0.001,0.861,1.162
