"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R227",-0.006893,0.150774,-0.045721,0.963534,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf2R228",-0.834055,0.23831,-3.499878,0.000468,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R301",-0.842047,0.210482,-4.000572,6.4e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R302",0.006883,0.182819,0.037648,0.969969,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R303",-0.583323,0.094884,-6.147743,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R304",-0.72235,0.144214,-5.008864,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R306",0.210586,0.154767,1.360668,0.173656,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R307",-0.453264,0.092482,-4.901113,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R308",-0.773814,0.140169,-5.520599,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R309",-0.701616,0.178384,-3.933188,8.5e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R310",0.39074,0.105041,3.719871,0.000201,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R311",-0.437715,0.133461,-3.279723,0.001043,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R312",-0.716398,0.101215,-7.078008,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R313",-0.525589,0.114534,-4.588949,5e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R314",-0.326056,0.106317,-3.066816,0.002171,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R315",-0.301967,0.10014,-3.015445,0.002574,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R316",-0.744867,0.12149,-6.131105,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R317",-0.940004,0.237357,-3.960299,7.5e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R318",-0.320714,0.178466,-1.797057,0.072363,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R319",-0.605411,0.090149,-6.715678,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R320",-0.489095,0.092652,-5.278816,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R321",-0.970086,0.133803,-7.250089,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R322",-0.279448,0.09604,-2.909707,0.003627,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R323",-0.415203,0.091618,-4.531912,6e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R324",-0.87357,0.128858,-6.779322,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R325",-0.52272,0.098878,-5.286511,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf3R326",-1.03253,0.168997,-6.109762,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R401",-0.666827,0.095887,-6.954334,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R402",-1.356803,0.12265,-11.062361,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R403",-0.487053,0.099729,-4.883743,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R404",-0.36377,0.099746,-3.646959,0.000267,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R405",-0.388329,0.09082,-4.275791,1.9e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R406",-0.445792,0.09084,-4.907455,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R407",-0.551433,0.109133,-5.052859,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R408",-0.547939,0.093162,-5.881598,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R409",-0.42726,0.10688,-3.997585,6.5e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R410",-0.144124,0.089929,-1.602642,0.109052,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R411",-0.625826,0.09413,-6.648518,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R412",-0.565886,0.123695,-4.574857,5e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R413",-0.33476,0.093279,-3.588797,0.000334,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R414",0.083821,0.100113,0.837269,0.402465,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R415",0.092864,0.103744,0.895124,0.370747,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R416",-0.689626,0.209875,-3.285895,0.001021,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R417",-0.159861,0.092651,-1.725417,0.08449,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R418",0.045746,0.393617,0.116219,0.907482,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R419",-0.990917,0.112761,-8.787802,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R421",-0.888449,0.119493,-7.435132,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf4R422",0.172658,0.105618,1.634742,0.102141,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R501",-0.738624,0.108664,-6.797328,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R502",-0.563287,0.111988,-5.029862,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R503",0.521709,0.215224,2.424031,0.015371,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R504",0.281311,0.121965,2.306481,0.021108,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R507",-0.09381,0.162825,-0.576136,0.564539,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R509",0.523833,0.23924,2.189571,0.028583,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R510",0.168388,0.180092,0.935008,0.349811,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R513",0.090027,0.199508,0.451242,0.651827,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R514",0.474837,0.150652,3.151868,0.001628,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R516",0.352864,0.395169,0.892945,0.371913,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R517",0.69319,0.286228,2.421806,0.015465,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R518",0.237528,0.244921,0.969816,0.332167,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R521",0.563743,0.393146,1.433929,0.151631,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R523",-0.602953,0.288392,-2.090743,0.036582,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R528",-0.518656,0.284879,-1.820618,0.068701,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R529",0.419318,0.193021,2.172394,0.029854,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R530",0.400641,0.238171,1.682154,0.092577,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R531",0.006807,0.169623,0.040132,0.967989,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R532",0.639595,0.399078,1.602683,0.109043,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R534",-0.080668,0.141842,-0.568718,0.569563,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R535",-0.003068,0.290901,-0.010546,0.991586,"parametric",NA,NA
"coefficient","cod_nlmod_alt2_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.751959,0.565443,0.555105,0.382149,1566.528132,1203.917295,2770.445426,217,8243.885463,8440,7.219024,0.146038,49.432635,0,7912.455447,9309.898397,0.37766,0.315922,"ecf5R539",-0.357186,0.238427,-1.498097,0.134146,"parametric",NA,NA
