"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf5R534",-0.202147,0.146841,-1.376638,0.168658,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf5R535",0.022804,0.336015,0.067865,0.945895,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf5r538",-1.585225,0.45772,-3.463311,0.000536,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf5R539",-0.288261,0.277038,-1.040511,0.29813,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R601",-1.019981,0.155075,-6.577353,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R602",-0.732538,0.142499,-5.140666,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R603",-0.822652,0.144926,-5.676364,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R604",-0.2894,0.123972,-2.334403,0.019596,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R605",-0.145927,0.147085,-0.992124,0.321163,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R606",-0.341181,0.172654,-1.976091,0.048175,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R607",0.235912,0.188533,1.251303,0.210856,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R608",0.91023,0.246855,3.687301,0.000228,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R609",1.440137,0.461269,3.122122,0.001801,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R611",-0.090523,0.120064,-0.753959,0.450894,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R612",-0.114315,0.160422,-0.71259,0.476118,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R613",0.213852,0.174319,1.22679,0.219933,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R614",1.36502,0.336666,4.054525,5.1e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R615",-0.140766,0.156255,-0.900873,0.36768,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R616",0.276191,0.33198,0.831951,0.405458,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R617",0.438503,0.462022,0.949095,0.342597,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R618",-0.578971,0.277599,-2.085636,0.037039,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf6R620",-0.595849,0.109903,-5.421588,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R701",0.202546,0.112653,1.797969,0.072215,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R702",0.090591,0.10789,0.839658,0.401122,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R703",-0.444025,0.121649,-3.650038,0.000264,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R704",-0.282208,0.102438,-2.75493,0.005882,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R705",-0.280872,0.099728,-2.816387,0.004867,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R706",-0.36856,0.143783,-2.563307,0.010384,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R707",-0.461094,0.148634,-3.102208,0.001927,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R708",-0.385689,0.111917,-3.446214,0.000571,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R709",-0.328995,0.10753,-3.059552,0.002223,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R710",-0.149621,0.109089,-1.371551,0.170237,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R711",-0.444268,0.107968,-4.114821,3.9e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R712",-0.331163,0.133009,-2.489788,0.0128,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R713",-0.31971,0.117029,-2.731883,0.006309,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R715",-0.760008,0.178698,-4.253032,2.1e-05,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R716",-0.805717,0.128997,-6.246031,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R717",-0.897995,0.12021,-7.470232,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R718",-0.657112,0.114085,-5.759823,0,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R719",-0.231892,0.103231,-2.24634,0.024706,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R720",-0.632429,0.197862,-3.196306,0.001397,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R721",-0.1565,0.180487,-0.8671,0.38591,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R722",-0.789808,0.173106,-4.562571,5e-06,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R723",-0.038651,0.120437,-0.32092,0.748278,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"ecf7R724",-0.455472,0.146668,-3.105467,0.001906,"parametric",NA,NA
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"s(ln_landratio)",NA,NA,1.900144,2.5e-05,"smooth",1.402896,9
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"s(ln_base_bldgsize_ratio)",NA,NA,4.164249,0,"smooth",2.261633,9
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"s(sresb_yearbuilt)",NA,NA,4.289611,0,"smooth",2.089436,9
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"s(ln_garagespaces)",NA,NA,1.1845,0.033913,"smooth",0.892915,3
"coefficient","cod_nlmod_base_23_25","df",NA,NA,"2026-02-18 21:55:36 UTC",NA,9309,0.714126,0.509976,0.49835,0.446024,1882.440408,1808.7916,3691.232008,243,9092.28459,9308,7.746668,0.198937,38.940314,0,11607.318715,13180.221237,0.440801,0.359995,"s(months)",NA,NA,26.709867,0,"smooth",5.06853,9
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"(Intercept)",11.665192,0.087518,133.288534,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"arterial",0.008748,0.016956,0.515962,0.605895,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"single_family1story",0.01057,0.012864,0.821672,0.411288,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"half_duplex1story",-0.278581,0.064322,-4.331013,1.5e-05,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"half_duplex2story",-0.162087,0.083473,-1.941791,0.052196,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"smallest",-0.04169,0.038819,-1.073955,0.282874,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"small",-0.019596,0.018921,-1.035641,0.3004,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"large",0.030175,0.020929,1.441816,0.149392,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"largest",0.084858,0.037105,2.286957,0.022224,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"two_plus_baths",0.113733,0.044778,2.539898,0.011107,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"powder_room",0.0357,0.020826,1.714194,0.086531,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"good",0.221033,0.033973,6.506114,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"fair",-0.169721,0.011079,-15.319265,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"poor",-0.273803,0.029297,-9.345789,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"very_poor_unsound",-0.319047,0.085496,-3.731701,0.000191,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"qabove_avg",0.18922,0.03921,4.825861,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"qbelow_avg",-0.071416,0.012312,-5.800676,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"crawl",-0.027611,0.039455,-0.699815,0.484063,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"slab",-0.291351,0.046221,-6.303494,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"fireplace",0.070027,0.011356,6.166383,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"hot_water",0.045627,0.017916,2.546757,0.010891,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"elec_baseboard",-0.064759,0.175588,-0.368813,0.712277,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"wall",-0.12027,0.086334,-1.393079,0.163634,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"central_air",0.069912,0.010906,6.410332,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R102",-0.193437,0.113999,-1.696832,0.089766,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf1R103",0.038131,0.099652,0.382644,0.701994,"parametric",NA,NA
